URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://paho.org/fhir/esavi/ValueSet/ComplicacionEmbarazoMedDRAVS,0.1.44,active,,ComplicacionEmbarazoMedDRAVS,MEDDRA Codes Complications in Pregnancy ESAVI,"Standardized coding of diagnoses of pregnancy complications using MedDRA codes","Questionnaire/CuestionarioESAVI","hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/ComplicacionEmbarazoOtrosVS,0.1.44,active,,ComplicacionEmbarazoOtrosVS,Other ESAVI Pregnancy Complications Codes,"Standardized coding of diagnoses of pregnancy complications using Snomed and ICD-10 codes",,"SCT,hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/ComplicacionEmbarazoVS,0.1.44,active,,ComplicacionEmbarazoVS,Pregnancy Complications,"Set of Values for the ESAVI Pregnancy Complications Section","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/DirOrgNotiVS,0.1.44,active,,DirOrgNotiVS,PAHO Codes for Addresses,"Set of Values for direction according to OPS","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/EsaviMedDRAVS,0.1.44,active,,EsaviMedDRAVS,MedDRA Code of the Reported Adverse Event,"MedDRA Code of the Reported Adverse Event","Questionnaire/CuestionarioESAVI","hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/EsaviOtroVS,0.1.44,active,,EsaviOtroVS,Other Adverse Event Codes,"Adverse event in another system according to Snomed and ICD-10","Questionnaire/CuestionarioESAVI","SCT"
https://paho.org/fhir/esavi/ValueSet/FormaFarmaceuticaVS,0.1.44,active,,FormaFarmaceuticaVS,Identification of Pharmaceutical Forms,"Describes and lists the pharmaceutical forms of medications for registration in ESAVI according to SNOMED CT","Questionnaire/CuestionarioESAVI","SCT"
https://paho.org/fhir/esavi/ValueSet/ModoConfirmacionInfeccionVS,0.1.44,active,,ModoConfirmacionInfeccionVS,COVID-19 Infection Confirmation Modes,"Modes of Confirmation of COVID-19 Infection","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ModoVerificacionVacunaVS,0.1.44,active,,ModoVerificacionVacunaVS,Previous Vaccine Verification Modes,"Vaccine Verification Modes or Completed Vaccination Schedule","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ProfesionalNotificadorVS,0.1.44,active,,ProfesionalNotificadorVS,Type of Notifying Professional,"ESAVI Notifier Type Codes for PAHO","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/RespuestaSiNoNoSabeVS,0.1.44,active,,RespuestaSiNoNoSabeVS,Simple Answers,"Codes to capture simple yes/no/don't know responses",,"Internal"
https://paho.org/fhir/esavi/ValueSet/SistemaClasfCausalidadVS,0.1.44,active,,SistemaClasfCausalidadVS,Type of Causality Classification Method,"Codes for Types and Causality Classification Methods","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/SistemasDeCodificacionVS,0.1.44,active,,SistemasDeCodificacionVS,Coding Systems,"Coding Systems for Code Determination","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ViaAdminMedicamentoVS,0.1.44,active,,ViaAdminMedicamentoVS,Medication Administration Routes,"Describes and lists the routes of administration of medications for registration in ESAVI according to SNOMED CT","Questionnaire/CuestionarioESAVI","SCT"
https://paho.org/fhir/esavi/ValueSet/codCountries,0.1.44,active,,CodPaises,Country Codes,"Codes defined for the identification of countries according to ISO3166-N standard",,"Internal"
